,Код товара,Месяц,Направление продаж,"Продажи, шт"
2935,473,7,Оптовая торговля,45
2936,473,8,Розничная торговля,44
2937,473,8,Оптовая торговля,44
2938,473,9,Розничная торговля,45
2939,473,9,Оптовая торговля,45
2940,219,7,Розничная торговля,43
2941,219,7,Оптовая торговля,44
2942,219,8,Розничная торговля,44
2943,219,8,Оптовая торговля,44
2944,219,9,Розничная торговля,45
2945,219,9,Оптовая торговля,46
2946,639,7,Розничная торговля,45
2947,639,7,Оптовая торговля,45
2948,639,8,Розничная торговля,43
2949,639,8,Оптовая торговля,44
2950,639,9,Розничная торговля,43
2951,639,9,Оптовая торговля,43
2952,365,7,Розничная торговля,44
2953,365,7,Оптовая торговля,45
2954,365,8,Розничная торговля,43
2955,365,8,Оптовая торговля,43
2956,365,9,Розничная торговля,42
2957,365,9,Оптовая торговля,43
2958,358,7,Розничная торговля,42
2959,358,7,Оптовая торговля,41
2960,358,8,Розничная торговля,44
2961,358,8,Оптовая торговля,42
2962,358,9,Розничная торговля,43
2963,358,9,Оптовая торговля,42
2964,104,7,Розничная торговля,41
2965,104,7,Оптовая торговля,40
2966,104,8,Розничная торговля,43
2967,104,8,Оптовая торговля,42
2968,104,9,Розничная торговля,41
2969,104,9,Оптовая торговля,40
2970,601,7,Розничная торговля,43
2971,601,7,Оптовая торговля,42
2972,601,8,Розничная торговля,46
2973,601,8,Оптовая торговля,45
2974,601,9,Розничная торговля,40
2975,601,9,Оптовая торговля,39
2976,524,7,Розничная торговля,43
2977,524,7,Оптовая торговля,43
2978,524,8,Розничная торговля,44
2979,524,8,Оптовая торговля,44
2980,524,9,Розничная торговля,44
2981,524,9,Оптовая торговля,44
2982,463,7,Розничная торговля,45
2983,463,7,Оптовая торговля,47
2984,463,8,Розничная торговля,42
2985,463,8,Оптовая торговля,44
2986,463,9,Розничная торговля,41
2987,463,9,Оптовая торговля,43
2988,505,7,Розничная торговля,47
2989,505,7,Оптовая торговля,46
2990,505,8,Розничная торговля,44
2991,505,8,Оптовая торговля,43
2992,505,9,Розничная торговля,48
2993,505,9,Оптовая торговля,46
2994,427,7,Розничная торговля,43
2995,427,7,Оптовая торговля,43
2996,427,8,Розничная торговля,44
2997,427,8,Оптовая торговля,45
2998,427,9,Розничная торговля,44
2999,427,9,Оптовая торговля,44
3000,10,7,Розничная торговля,43
3001,10,7,Оптовая торговля,44
3002,10,8,Розничная торговля,42
3003,10,8,Оптовая торговля,44
3004,10,9,Розничная торговля,43
3005,10,9,Оптовая торговля,44
3006,142,7,Розничная торговля,39
3007,142,7,Оптовая торговля,42
3008,142,8,Розничная торговля,47
3009,142,8,Оптовая торговля,47
3010,142,9,Розничная торговля,44
3011,142,9,Оптовая торговля,44
3012,141,7,Розничная торговля,46
3013,141,7,Оптовая торговля,48
3014,141,8,Розничная торговля,45
3015,141,8,Оптовая торговля,45
3016,141,9,Розничная торговля,48
3017,141,9,Оптовая торговля,49
3018,355,7,Розничная торговля,45
3019,355,7,Оптовая торговля,46
3020,355,8,Розничная торговля,44
3021,355,8,Оптовая торговля,44
3022,355,9,Розничная торговля,46
3023,355,9,Оптовая торговля,46
3024,610,7,Розничная торговля,47
3025,610,7,Оптовая торговля,46
3026,610,8,Розничная торговля,44
3027,610,8,Оптовая торговля,43
3028,610,9,Розничная торговля,43
3029,610,9,Оптовая торговля,43
3030,185,7,Розничная торговля,43
3031,185,7,Оптовая торговля,43
3032,185,8,Розничная торговля,44
3033,185,8,Оптовая торговля,44
3034,185,9,Розничная торговля,46
3035,185,9,Оптовая торговля,46
3036,613,7,Розничная торговля,44
3037,613,7,Оптовая торговля,49
3038,613,8,Розничная торговля,47
3039,613,8,Оптовая торговля,53
3040,613,9,Розничная торговля,42
3041,613,9,Оптовая торговля,49
3042,20,7,Розничная торговля,46
3043,20,7,Оптовая торговля,45
3044,20,8,Розничная торговля,46
3045,20,8,Оптовая торговля,45
3046,20,9,Розничная торговля,44
3047,20,9,Оптовая торговля,43
3048,31,7,Розничная торговля,44
3049,31,7,Оптовая торговля,44
3050,31,8,Розничная торговля,46
3051,31,8,Оптовая торговля,45
3052,31,9,Розничная торговля,45
3053,31,9,Оптовая торговля,44
3054,630,7,Розничная торговля,40
3055,630,7,Оптовая торговля,40
3056,630,8,Розничная торговля,42
3057,630,8,Оптовая торговля,42
3058,630,9,Розничная торговля,43
3059,630,9,Оптовая торговля,45
3060,520,7,Розничная торговля,45
3061,520,7,Оптовая торговля,46
3062,520,8,Розничная торговля,44
3063,520,8,Оптовая торговля,45
3064,520,9,Розничная торговля,42
3065,520,9,Оптовая торговля,43
3066,173,7,Розничная торговля,46
3067,173,7,Оптовая торговля,46
3068,173,8,Розничная торговля,45
3069,173,8,Оптовая торговля,45
3070,173,9,Розничная торговля,47
3071,173,9,Оптовая торговля,47
3072,136,7,Розничная торговля,46
3073,136,7,Оптовая торговля,46
3074,136,8,Розничная торговля,46
3075,136,8,Оптовая торговля,45
3076,136,9,Розничная торговля,47
3077,136,9,Оптовая торговля,46
3078,263,7,Розничная торговля,44
3079,263,7,Оптовая торговля,42
3080,263,8,Розничная торговля,45
3081,263,8,Оптовая торговля,44
3082,263,9,Розничная торговля,46
3083,263,9,Оптовая торговля,43
3084,57,7,Розничная торговля,42
3085,57,7,Оптовая торговля,42
3086,57,8,Розничная торговля,43
3087,57,8,Оптовая торговля,44
3088,57,9,Розничная торговля,26
3089,57,9,Оптовая торговля,26
3090,352,7,Розничная торговля,48
3091,352,7,Оптовая торговля,48
3092,352,8,Розничная торговля,43
3093,352,8,Оптовая торговля,43
3094,352,9,Розничная торговля,45
3095,352,9,Оптовая торговля,45
3096,637,7,Розничная торговля,47
3097,637,7,Оптовая торговля,46
3098,637,8,Розничная торговля,43
3099,637,8,Оптовая торговля,42
3100,637,9,Розничная торговля,43
3101,637,9,Оптовая торговля,42
3102,327,7,Розничная торговля,50
3103,327,7,Оптовая торговля,50
3104,327,8,Розничная торговля,47
3105,327,8,Оптовая торговля,47
3106,327,9,Розничная торговля,45
3107,327,9,Оптовая торговля,45
3108,16,7,Розничная торговля,39
3109,16,7,Оптовая торговля,37
3110,16,8,Розничная торговля,46
3111,16,8,Оптовая торговля,44
3112,16,9,Розничная торговля,43
3113,16,9,Оптовая торговля,40
3114,131,7,Розничная торговля,45
3115,131,7,Оптовая торговля,45
3116,131,8,Розничная торговля,45
3117,131,8,Оптовая торговля,46
3118,131,9,Розничная торговля,42
3119,131,9,Оптовая торговля,42
3120,481,7,Розничная торговля,41
3121,481,7,Оптовая торговля,41
3122,481,8,Розничная торговля,43
3123,481,8,Оптовая торговля,43
3124,481,9,Розничная торговля,43
3125,481,9,Оптовая торговля,43
3126,317,7,Розничная торговля,44
3127,317,7,Оптовая торговля,42
3128,317,8,Розничная торговля,42
3129,317,8,Оптовая торговля,41
3130,317,9,Розничная торговля,47
3131,317,9,Оптовая торговля,46
3132,164,7,Розничная торговля,45
3133,164,7,Оптовая торговля,46
3134,164,8,Розничная торговля,45
3135,164,8,Оптовая торговля,45
3136,164,9,Розничная торговля,45
3137,164,9,Оптовая торговля,44
3138,113,7,Розничная торговля,47
3139,113,7,Оптовая торговля,43
3140,113,8,Розничная торговля,46
3141,113,8,Оптовая торговля,43
3142,113,9,Розничная торговля,46
3143,113,9,Оптовая торговля,43
3144,97,7,Розничная торговля,43
3145,97,7,Оптовая торговля,43
3146,97,8,Розничная торговля,49
3147,97,8,Оптовая торговля,50
3148,97,9,Розничная торговля,44
3149,97,9,Оптовая торговля,44
3150,477,7,Розничная торговля,40
3151,477,7,Оптовая торговля,36
3152,477,8,Розничная торговля,50
3153,477,8,Оптовая торговля,46
3154,477,9,Розничная торговля,52
3155,477,9,Оптовая торговля,48
3156,155,7,Розничная торговля,37
3157,155,7,Оптовая торговля,38
3158,155,8,Розничная торговля,43
3159,155,8,Оптовая торговля,44
3160,155,9,Розничная торговля,43
3161,155,9,Оптовая торговля,45
3162,36,7,Розничная торговля,48
3163,36,7,Оптовая торговля,49
3164,36,8,Розничная торговля,47
3165,36,8,Оптовая торговля,47
3166,36,9,Розничная торговля,43
3167,36,9,Оптовая торговля,43
3168,492,7,Розничная торговля,41
3169,492,7,Оптовая торговля,41
3170,492,8,Розничная торговля,42
3171,492,8,Оптовая торговля,43
3172,492,9,Розничная торговля,40
3173,492,9,Оптовая торговля,41
3174,409,7,Розничная торговля,44
3175,409,7,Оптовая торговля,44
3176,409,8,Розничная торговля,46
3177,409,8,Оптовая торговля,46
3178,409,9,Розничная торговля,48
3179,409,9,Оптовая торговля,48
3180,22,7,Розничная торговля,46
3181,22,7,Оптовая торговля,46
3182,22,8,Розничная торговля,47
3183,22,8,Оптовая торговля,49
3184,22,9,Розничная торговля,45
3185,22,9,Оптовая торговля,48
3186,216,7,Розничная торговля,45
3187,216,7,Оптовая торговля,45
3188,216,8,Розничная торговля,46
3189,216,8,Оптовая торговля,46
3190,216,9,Розничная торговля,46
3191,216,9,Оптовая торговля,45
3192,294,7,Розничная торговля,38
3193,294,7,Оптовая торговля,38
3194,294,8,Розничная торговля,40
3195,294,8,Оптовая торговля,41
3196,294,9,Розничная торговля,48
3197,294,9,Оптовая торговля,48
3198,337,7,Розничная торговля,47
3199,337,7,Оптовая торговля,47
3200,337,8,Розничная торговля,45
3201,337,8,Оптовая торговля,45
3202,337,9,Розничная торговля,45
3203,337,9,Оптовая торговля,45
3204,442,7,Розничная торговля,48
3205,442,7,Оптовая торговля,49
3206,442,8,Розничная торговля,49
3207,442,8,Оптовая торговля,49
3208,442,9,Розничная торговля,44
3209,442,9,Оптовая торговля,44
3210,189,7,Розничная торговля,45
3211,189,7,Оптовая торговля,43
3212,189,8,Розничная торговля,46
3213,189,8,Оптовая торговля,45
3214,189,9,Розничная торговля,49
3215,189,9,Оптовая торговля,48
3216,206,7,Розничная торговля,49
3217,206,7,Оптовая торговля,50
3218,206,8,Розничная торговля,42
3219,206,8,Оптовая торговля,45
3220,206,9,Розничная торговля,39
3221,206,9,Оптовая торговля,40
3222,232,7,Розничная торговля,43
3223,232,7,Оптовая торговля,43
3224,232,8,Розничная торговля,44
3225,232,8,Оптовая торговля,45
3226,232,9,Розничная торговля,40
3227,232,9,Оптовая торговля,39
3228,485,7,Розничная торговля,44
3229,485,7,Оптовая торговля,41
3230,485,8,Розничная торговля,45
3231,485,8,Оптовая торговля,40
3232,485,9,Розничная торговля,45
3233,485,9,Оптовая торговля,42
3234,593,7,Розничная торговля,44
3235,593,7,Оптовая торговля,43
3236,593,8,Розничная торговля,43
3237,593,8,Оптовая торговля,39
3238,593,9,Розничная торговля,44
3239,593,9,Оптовая торговля,45
3240,234,7,Розничная торговля,40
3241,234,7,Оптовая торговля,43
3242,234,8,Розничная торговля,45
3243,234,8,Оптовая торговля,47
3244,234,9,Розничная торговля,44
3245,234,9,Оптовая торговля,46
3246,372,7,Розничная торговля,48
3247,372,7,Оптовая торговля,51
3248,372,8,Розничная торговля,41
3249,372,8,Оптовая торговля,44
3250,372,9,Розничная торговля,32
3251,372,9,Оптовая торговля,34
3252,543,7,Розничная торговля,45
3253,543,7,Оптовая торговля,44
3254,543,8,Розничная торговля,45
3255,543,8,Оптовая торговля,45
3256,543,9,Розничная торговля,44
3257,543,9,Оптовая торговля,43
3258,515,7,Розничная торговля,45
3259,515,7,Оптовая торговля,45
3260,515,8,Розничная торговля,45
3261,515,8,Оптовая торговля,45
3262,515,9,Розничная торговля,42
3263,515,9,Оптовая торговля,42
3264,9,7,Розничная торговля,41
3265,9,7,Оптовая торговля,40
3266,9,8,Розничная торговля,42
3267,9,8,Оптовая торговля,41
3268,9,9,Розничная торговля,34
3269,9,9,Оптовая торговля,33
3270,198,7,Розничная торговля,45
3271,198,7,Оптовая торговля,46
3272,198,8,Розничная торговля,43
3273,198,8,Оптовая торговля,45
3274,198,9,Розничная торговля,42
3275,198,9,Оптовая торговля,42
3276,63,7,Розничная торговля,44
3277,63,7,Оптовая торговля,45
3278,63,8,Розничная торговля,45
3279,63,8,Оптовая торговля,45
3280,63,9,Розничная торговля,44
3281,63,9,Оптовая торговля,44
3282,265,7,Розничная торговля,39
3283,265,7,Оптовая торговля,39
3284,265,8,Розничная торговля,42
3285,265,8,Оптовая торговля,42
3286,265,9,Розничная торговля,47
3287,265,9,Оптовая торговля,47
3288,565,7,Розничная торговля,46
3289,565,7,Оптовая торговля,46
3290,565,8,Розничная торговля,47
3291,565,8,Оптовая торговля,47
3292,565,9,Розничная торговля,43
3293,565,9,Оптовая торговля,44
3294,598,7,Розничная торговля,46
3295,598,7,Оптовая торговля,45
3296,598,8,Розничная торговля,52
3297,598,8,Оптовая торговля,51
3298,598,9,Розничная торговля,43
3299,598,9,Оптовая торговля,44
3300,523,7,Розничная торговля,42
3301,523,7,Оптовая торговля,46
3302,523,8,Розничная торговля,47
3303,523,8,Оптовая торговля,46
3304,523,9,Розничная торговля,47
3305,523,9,Оптовая торговля,46
3306,511,7,Розничная торговля,43
3307,511,7,Оптовая торговля,43
3308,511,8,Розничная торговля,43
3309,511,8,Оптовая торговля,43
3310,511,9,Розничная торговля,47
3311,511,9,Оптовая торговля,47
3312,553,7,Розничная торговля,47
3313,553,7,Оптовая торговля,48
3314,553,8,Розничная торговля,47
3315,553,8,Оптовая торговля,47
3316,553,9,Розничная торговля,48
3317,553,9,Оптовая торговля,48
3318,617,7,Розничная торговля,45
3319,617,7,Оптовая торговля,45
3320,617,8,Розничная торговля,44
3321,617,8,Оптовая торговля,44
3322,617,9,Розничная торговля,46
3323,617,9,Оптовая торговля,46
3324,558,7,Розничная торговля,45
3325,558,7,Оптовая торговля,43
3326,558,8,Розничная торговля,45
3327,558,8,Оптовая торговля,43
3328,558,9,Розничная торговля,48
3329,558,9,Оптовая торговля,47
3330,114,7,Розничная торговля,45
3331,114,7,Оптовая торговля,44
3332,114,8,Розничная торговля,42
3333,114,8,Оптовая торговля,42
3334,114,9,Розничная торговля,43
3335,114,9,Оптовая торговля,43
3336,213,7,Розничная торговля,44
3337,213,7,Оптовая торговля,44
3338,213,8,Розничная торговля,47
3339,213,8,Оптовая торговля,48
3340,213,9,Розничная торговля,45
3341,213,9,Оптовая торговля,45
3342,124,7,Розничная торговля,46
3343,124,7,Оптовая торговля,51
3344,124,8,Розничная торговля,50
3345,124,8,Оптовая торговля,56
3346,124,9,Розничная торговля,39
3347,124,9,Оптовая торговля,43
3348,284,7,Розничная торговля,45
3349,284,7,Оптовая торговля,43
3350,284,8,Розничная торговля,47
3351,284,8,Оптовая торговля,45
3352,284,9,Розничная торговля,46
3353,284,9,Оптовая торговля,44
3354,225,7,Розничная торговля,43
3355,225,7,Оптовая торговля,44
3356,225,8,Розничная торговля,42
3357,225,8,Оптовая торговля,43
3358,225,9,Розничная торговля,50
3359,225,9,Оптовая торговля,51
3360,264,7,Розничная торговля,46
3361,264,7,Оптовая торговля,44
3362,264,8,Розничная торговля,47
3363,264,8,Оптовая торговля,46
3364,264,9,Розничная торговля,42
3365,264,9,Оптовая торговля,41
3366,75,7,Розничная торговля,46
3367,75,7,Оптовая торговля,49
3368,75,8,Розничная торговля,46
3369,75,8,Оптовая торговля,49
3370,75,9,Розничная торговля,32
3371,75,9,Оптовая торговля,34
3372,380,7,Розничная торговля,46
3373,380,7,Оптовая торговля,46
3374,380,8,Розничная торговля,47
3375,380,8,Оптовая торговля,46
3376,380,9,Розничная торговля,44
3377,380,9,Оптовая торговля,44
3378,537,7,Розничная торговля,42
3379,537,7,Оптовая торговля,43
3380,537,8,Розничная торговля,42
3381,537,8,Оптовая торговля,43
3382,537,9,Розничная торговля,42
3383,537,9,Оптовая торговля,42
3384,493,7,Розничная торговля,44
3385,493,7,Оптовая торговля,45
3386,493,8,Розничная торговля,45
3387,493,8,Оптовая торговля,47
3388,493,9,Розничная торговля,45
3389,493,9,Оптовая торговля,46
3390,446,7,Розничная торговля,43
3391,446,7,Оптовая торговля,43
3392,446,8,Розничная торговля,49
3393,446,8,Оптовая торговля,48
3394,446,9,Розничная торговля,44
3395,446,9,Оптовая торговля,43
3396,88,7,Розничная торговля,43
3397,88,7,Оптовая торговля,43
3398,88,8,Розничная торговля,45
3399,88,8,Оптовая торговля,45
3400,88,9,Розничная торговля,45
3401,88,9,Оптовая торговля,44
3402,645,7,Розничная торговля,41
3403,645,7,Оптовая торговля,41
3404,645,8,Розничная торговля,44
3405,645,8,Оптовая торговля,44
3406,645,9,Розничная торговля,46
3407,645,9,Оптовая торговля,45
3408,441,7,Розничная торговля,44
3409,441,7,Оптовая торговля,41
3410,441,8,Розничная торговля,47
3411,441,8,Оптовая торговля,45
3412,441,9,Розничная торговля,47
3413,441,9,Оптовая торговля,44
3414,316,7,Розничная торговля,44
3415,316,7,Оптовая торговля,45
3416,316,8,Розничная торговля,42
3417,316,8,Оптовая торговля,44
3418,316,9,Розничная торговля,43
3419,316,9,Оптовая торговля,45
3420,533,7,Розничная торговля,43
3421,533,7,Оптовая торговля,44
3422,533,8,Розничная торговля,46
3423,533,8,Оптовая торговля,46
3424,533,9,Розничная торговля,42
3425,533,9,Оптовая торговля,42
3426,44,7,Розничная торговля,46
3427,44,7,Оптовая торговля,47
3428,44,8,Розничная торговля,43
3429,44,8,Оптовая торговля,45
3430,44,9,Розничная торговля,42
3431,44,9,Оптовая торговля,43
3432,325,7,Розничная торговля,47
3433,325,7,Оптовая торговля,46
3434,325,8,Розничная торговля,43
3435,325,8,Оптовая торговля,42
3436,325,9,Розничная торговля,43
3437,325,9,Оптовая торговля,43
3438,360,7,Розничная торговля,42
3439,360,7,Оптовая торговля,41
3440,360,8,Розничная торговля,45
3441,360,8,Оптовая торговля,44
3442,360,9,Розничная торговля,46
3443,360,9,Оптовая торговля,45
3444,646,7,Розничная торговля,42
3445,646,7,Оптовая торговля,45
3446,646,8,Розничная торговля,35
3447,646,8,Оптовая торговля,39
3448,646,9,Розничная торговля,44
3449,646,9,Оптовая торговля,48
3450,286,7,Розничная торговля,42
3451,286,7,Оптовая торговля,42
3452,286,8,Розничная торговля,45
3453,286,8,Оптовая торговля,45
3454,286,9,Розничная торговля,45
3455,286,9,Оптовая торговля,45
3456,144,7,Розничная торговля,44
3457,144,7,Оптовая торговля,44
3458,144,8,Розничная торговля,46
3459,144,8,Оптовая торговля,46
3460,144,9,Розничная торговля,44
3461,144,9,Оптовая торговля,44
3462,348,7,Розничная торговля,42
3463,348,7,Оптовая торговля,39
3464,348,8,Розничная торговля,42
3465,348,8,Оптовая торговля,39
3466,348,9,Розничная торговля,43
3467,348,9,Оптовая торговля,39
3468,210,7,Розничная торговля,42
3469,210,7,Оптовая торговля,43
3470,210,8,Розничная торговля,44
3471,210,8,Оптовая торговля,46
3472,210,9,Розничная торговля,44
3473,210,9,Оптовая торговля,45
3474,459,7,Розничная торговля,43
3475,459,7,Оптовая торговля,45
3476,459,8,Розничная торговля,46
3477,459,8,Оптовая торговля,47
3478,459,9,Розничная торговля,45
3479,459,9,Оптовая торговля,47
3480,203,7,Розничная торговля,42
3481,203,7,Оптовая торговля,42
3482,203,8,Розничная торговля,45
3483,203,8,Оптовая торговля,45
3484,203,9,Розничная торговля,51
3485,203,9,Оптовая торговля,49
3486,180,7,Розничная торговля,41
3487,180,7,Оптовая торговля,40
3488,180,8,Розничная торговля,47
3489,180,8,Оптовая торговля,44
3490,180,9,Розничная торговля,46
3491,180,9,Оптовая торговля,42
3492,641,7,Розничная торговля,42
3493,641,7,Оптовая торговля,39
3494,641,8,Розничная торговля,44
3495,641,8,Оптовая торговля,39
3496,641,9,Розничная торговля,42
3497,641,9,Оптовая торговля,39
3498,451,7,Розничная торговля,54
3499,451,7,Оптовая торговля,53
3500,451,8,Розничная торговля,54
3501,451,8,Оптовая торговля,56
3502,451,9,Розничная торговля,54
3503,451,9,Оптовая торговля,56
3504,576,7,Розничная торговля,44
3505,576,7,Оптовая торговля,44
3506,576,8,Розничная торговля,42
3507,576,8,Оптовая торговля,42
3508,576,9,Розничная торговля,46
3509,576,9,Оптовая торговля,47
3510,85,7,Розничная торговля,42
3511,85,7,Оптовая торговля,40
3512,85,8,Розничная торговля,48
3513,85,8,Оптовая торговля,46
3514,85,9,Розничная торговля,45
3515,85,9,Оптовая торговля,43
3516,5,7,Розничная торговля,43
3517,5,7,Оптовая торговля,44
3518,5,8,Розничная торговля,41
3519,5,8,Оптовая торговля,42
3520,5,9,Розничная торговля,42
3521,5,9,Оптовая торговля,43
3522,205,7,Розничная торговля,47
3523,205,7,Оптовая торговля,47
3524,205,8,Розничная торговля,43
3525,205,8,Оптовая торговля,44
3526,205,9,Розничная торговля,48
3527,205,9,Оптовая торговля,48
3528,268,7,Розничная торговля,44
3529,268,7,Оптовая торговля,45
3530,268,8,Розничная торговля,39
3531,268,8,Оптовая торговля,41
3532,268,9,Розничная торговля,40
3533,268,9,Оптовая торговля,41
3534,411,7,Розничная торговля,45
3535,411,7,Оптовая торговля,45
3536,411,8,Розничная торговля,46
3537,411,8,Оптовая торговля,46
3538,411,9,Розничная торговля,46
3539,411,9,Оптовая торговля,46
3540,487,7,Розничная торговля,46
3541,487,7,Оптовая торговля,45
3542,487,8,Розничная торговля,43
3543,487,8,Оптовая торговля,43
3544,487,9,Розничная торговля,48
3545,487,9,Оптовая торговля,48
3546,32,7,Розничная торговля,43
3547,32,7,Оптовая торговля,42
3548,32,8,Розничная торговля,46
3549,32,8,Оптовая торговля,45
3550,32,9,Розничная торговля,46
3551,32,9,Оптовая торговля,44
3552,27,7,Розничная торговля,42
3553,27,7,Оптовая торговля,43
3554,27,8,Розничная торговля,44
3555,27,8,Оптовая торговля,44
3556,27,9,Розничная торговля,45
3557,27,9,Оптовая торговля,46
3558,390,7,Розничная торговля,47
3559,390,7,Оптовая торговля,44
3560,390,8,Розничная торговля,47
3561,390,8,Оптовая торговля,44
3562,390,9,Розничная торговля,46
3563,390,9,Оптовая торговля,44
3564,13,7,Розничная торговля,44
3565,13,7,Оптовая торговля,45
3566,13,8,Розничная торговля,48
3567,13,8,Оптовая торговля,47
3568,13,9,Розничная торговля,41
3569,13,9,Оптовая торговля,42
3570,545,7,Розничная торговля,41
3571,545,7,Оптовая торговля,40
3572,545,8,Розничная торговля,43
3573,545,8,Оптовая торговля,41
3574,545,9,Розничная торговля,46
3575,545,9,Оптовая торговля,46
3576,374,7,Розничная торговля,45
3577,374,7,Оптовая торговля,45
3578,374,8,Розничная торговля,47
3579,374,8,Оптовая торговля,48
3580,374,9,Розничная торговля,44
3581,374,9,Оптовая торговля,45
3582,476,7,Розничная торговля,44
3583,476,7,Оптовая торговля,43
3584,476,8,Розничная торговля,44
3585,476,8,Оптовая торговля,43
3586,476,9,Розничная торговля,45
3587,476,9,Оптовая торговля,44
3588,290,7,Розничная торговля,46
3589,290,7,Оптовая торговля,46
3590,290,8,Розничная торговля,41
3591,290,8,Оптовая торговля,42
3592,290,9,Розничная торговля,46
3593,290,9,Оптовая торговля,46
3594,490,7,Розничная торговля,48
3595,490,7,Оптовая торговля,45
3596,490,8,Розничная торговля,39
3597,490,8,Оптовая торговля,37
3598,490,9,Розничная торговля,43
3599,490,9,Оптовая торговля,42
3600,112,7,Розничная торговля,46
3601,112,7,Оптовая торговля,46
3602,112,8,Розничная торговля,42
3603,112,8,Оптовая торговля,42
3604,112,9,Розничная торговля,43
3605,112,9,Оптовая торговля,43
3606,621,7,Розничная торговля,45
3607,621,7,Оптовая торговля,42
3608,621,8,Розничная торговля,45
3609,621,8,Оптовая торговля,45
3610,621,9,Розничная торговля,44
3611,621,9,Оптовая торговля,43
3612,568,7,Розничная торговля,45
3613,568,7,Оптовая торговля,45
3614,568,8,Розничная торговля,45
3615,568,8,Оптовая торговля,45
3616,568,9,Розничная торговля,42
3617,568,9,Оптовая торговля,42
3618,618,7,Розничная торговля,49
3619,618,7,Оптовая торговля,47
3620,618,8,Розничная торговля,41
3621,618,8,Оптовая торговля,39
3622,618,9,Розничная торговля,42
3623,618,9,Оптовая торговля,41
3624,433,7,Розничная торговля,51
3625,433,7,Оптовая торговля,51
3626,433,8,Розничная торговля,43
3627,433,8,Оптовая торговля,43
3628,433,9,Розничная торговля,39
3629,433,9,Оптовая торговля,40
3630,202,7,Розничная торговля,41
3631,202,7,Оптовая торговля,43
3632,202,8,Розничная торговля,45
3633,202,8,Оптовая торговля,47
3634,202,9,Розничная торговля,44
3635,202,9,Оптовая торговля,46
3636,207,7,Розничная торговля,40
3637,207,7,Оптовая торговля,39
3638,207,8,Розничная торговля,43
3639,207,8,Оптовая торговля,43
3640,207,9,Розничная торговля,47
3641,207,9,Оптовая торговля,47
3642,370,7,Розничная торговля,38
3643,370,7,Оптовая торговля,42
3644,370,8,Розничная торговля,40
3645,370,8,Оптовая торговля,42
3646,370,9,Розничная торговля,41
3647,370,9,Оптовая торговля,42
3648,68,7,Розничная торговля,45
3649,68,7,Оптовая торговля,45
3650,68,8,Розничная торговля,46
3651,68,8,Оптовая торговля,46
3652,68,9,Розничная торговля,44
3653,68,9,Оптовая торговля,44
3654,388,7,Розничная торговля,45
3655,388,7,Оптовая торговля,45
3656,388,8,Розничная торговля,47
3657,388,8,Оптовая торговля,47
3658,388,9,Розничная торговля,39
3659,388,9,Оптовая торговля,39
3660,261,7,Розничная торговля,45
3661,261,7,Оптовая торговля,45
3662,261,8,Розничная торговля,45
3663,261,8,Оптовая торговля,45
3664,261,9,Розничная торговля,41
3665,261,9,Оптовая торговля,42
3666,406,7,Розничная торговля,46
3667,406,7,Оптовая торговля,47
3668,406,8,Розничная торговля,44
3669,406,8,Оптовая торговля,44
3670,406,9,Розничная торговля,46
3671,406,9,Оптовая торговля,45
3672,402,7,Розничная торговля,40
3673,402,7,Оптовая торговля,42
3674,402,8,Розничная торговля,44
3675,402,8,Оптовая торговля,46
3676,402,9,Розничная торговля,45
3677,402,9,Оптовая торговля,47
3678,539,7,Розничная торговля,44
3679,539,7,Оптовая торговля,44
3680,539,8,Розничная торговля,44
3681,539,8,Оптовая торговля,44
3682,539,9,Розничная торговля,45
3683,539,9,Оптовая торговля,44
3684,535,7,Розничная торговля,43
3685,535,7,Оптовая торговля,43
3686,535,8,Розничная торговля,43
3687,535,8,Оптовая торговля,43
3688,535,9,Розничная торговля,46
3689,535,9,Оптовая торговля,46
3690,262,7,Розничная торговля,45
3691,262,7,Оптовая торговля,44
3692,262,8,Розничная торговля,46
3693,262,8,Оптовая торговля,45
3694,262,9,Розничная торговля,46
3695,262,9,Оптовая торговля,45
3696,606,7,Розничная торговля,44
3697,606,7,Оптовая торговля,44
3698,606,8,Розничная торговля,42
3699,606,8,Оптовая торговля,42
3700,606,9,Розничная торговля,41
3701,606,9,Оптовая торговля,41
3702,256,7,Розничная торговля,46
3703,256,7,Оптовая торговля,45
3704,256,8,Розничная торговля,44
3705,256,8,Оптовая торговля,43
3706,256,9,Розничная торговля,42
3707,256,9,Оптовая торговля,43
3708,246,7,Розничная торговля,49
3709,246,7,Оптовая торговля,45
3710,246,8,Розничная торговля,47
3711,246,8,Оптовая торговля,43
3712,246,9,Розничная торговля,42
3713,246,9,Оптовая торговля,41
3714,528,7,Розничная торговля,43
3715,528,7,Оптовая торговля,43
3716,528,8,Розничная торговля,43
3717,528,8,Оптовая торговля,44
3718,528,9,Розничная торговля,43
3719,528,9,Оптовая торговля,43
3720,175,7,Розничная торговля,44
3721,175,7,Оптовая торговля,43
3722,175,8,Розничная торговля,41
3723,175,8,Оптовая торговля,40
3724,175,9,Розничная торговля,46
3725,175,9,Оптовая торговля,46
3726,254,7,Розничная торговля,43
3727,254,7,Оптовая торговля,44
3728,254,8,Розничная торговля,43
3729,254,8,Оптовая торговля,45
3730,254,9,Розничная торговля,44
3731,254,9,Оптовая торговля,45
3732,118,7,Розничная торговля,51
